内部 ID,ID,店铺,14K货号,是否同步平台库存,成员货品,成员货品数量,美国生命周期状态,德国生命周期状态,日本生命周期状态,英国生命周期状态,类型,代运营,非活动,leadtime
125411,125411,US-Amazon-HLLdeco-KH,NSJY0539-WALNUT,,NSJY0539-WALNUT,1,成熟期,,,未定义,库存货品,自营,是,
125412,125412,US-Amazon-HLLdeco-KH,NSJY0602-BLACK,,NSJY0602-BLACK,1,下市期,,,,库存货品,自营,是,
125413,125413,US-Amazon-HLLdeco-KH,NSJY0602-CAMEL,,NSJY0602-CAMEL,1,下市期,,,,库存货品,自营,是,
125414,125414,US-Amazon-HLLdeco-KH,OCJH0409-BEIGE-A,,OCJH0409-BEIGE-A,1,下市期,,,,库存货品,自营,是,
125415,125415,US-Amazon-HLLdeco-KH,OCJH0409-BEIGE-B,,OCJH0409-BEIGE-B,1,下市期,,,,库存货品,自营,是,
125416,125416,US-Amazon-HLLdeco-KH,OCJH0409-GREY-A,,OCJH0409-GREY-A,1,下市期,,,,库存货品,自营,是,
125417,125417,US-Amazon-HLLdeco-KH,OCJH0409-GREY-B,,OCJH0409-GREY-B,1,下市期,,,,库存货品,自营,是,
125418,125418,US-Amazon-HLLdeco-KH,OCJH0409-INDIGO-A,,OCJH0409-INDIGO-A,1,下市期,,,,库存货品,自营,是,
125419,125419,US-Amazon-HLLdeco-KH,OCJH0409-INDIGO-B,,OCJH0409-INDIGO-B,1,下市期,,,,库存货品,自营,是,
125420,125420,US-Amazon-HLLdeco-KH,OCJT0396-BEIGE-A,,OCJT0396-BEIGE-A,1,淘汰期,,,,库存货品,自营,是,
125421,125421,US-Amazon-HLLdeco-KH,OCJT0396-BEIGE-B,,OCJT0396-BEIGE-B,1,淘汰期,,,,库存货品,自营,是,
125422,125422,US-Amazon-HLLdeco-KH,OCJT0396-BEIGE-C,,OCJT0396-BEIGE-C,1,淘汰期,,,,库存货品,自营,是,
125423,125423,US-Amazon-HLLdeco-KH,OCJT0396-BEIGE-D,,OCJT0396-BEIGE-D,1,淘汰期,,,,库存货品,自营,是,
125424,125424,US-Amazon-HLLdeco-KH,OCJT0396-BEIGE-E,,OCJT0396-BEIGE-E,1,淘汰期,,,,库存货品,自营,是,
125425,125425,US-Amazon-HLLdeco-KH,OCJT0396-BLUE-A,,OCJT0396-BLUE-A,1,下市期,,,,库存货品,自营,是,
125426,125426,US-Amazon-HLLdeco-KH,OCJT0396-BLUE-B,,OCJT0396-BLUE-B,1,下市期,,,,库存货品,自营,是,
125427,125427,US-Amazon-HLLdeco-KH,OCJT0396-BLUE-C,,OCJT0396-BLUE-C,1,下市期,,,,库存货品,自营,是,
125428,125428,US-Amazon-HLLdeco-KH,OCJT0396-BLUE-D,,OCJT0396-BLUE-D,1,下市期,,,,库存货品,自营,是,
125429,125429,US-Amazon-HLLdeco-KH,OCJT0396-BLUE-E,,OCJT0396-BLUE-E,1,下市期,,,,库存货品,自营,是,
125430,125430,US-Amazon-HLLdeco-KH,OCJT0396-GREY-A,,OCJT0396-GREY-A,1,下市期,,,,库存货品,自营,是,
125431,125431,US-Amazon-HLLdeco-KH,OCJT0396-GREY-B,,OCJT0396-GREY-B,1,下市期,,,,库存货品,自营,是,
125432,125432,US-Amazon-HLLdeco-KH,OCJT0396-GREY-C,,OCJT0396-GREY-C,1,下市期,,,,库存货品,自营,是,
125433,125433,US-Amazon-HLLdeco-KH,OCJT0396-GREY-D,,OCJT0396-GREY-D,1,下市期,,,,库存货品,自营,是,
125434,125434,US-Amazon-HLLdeco-KH,OCJT0396-GREY-E,,OCJT0396-GREY-E,1,下市期,,,,库存货品,自营,是,
125435,125435,US-Amazon-HLLdeco-KH,OCJT0396-SMOKE-A,,OCJT0396-SMOKE-A,1,下市期,,,,库存货品,自营,是,
125436,125436,US-Amazon-HLLdeco-KH,OCJT0396-SMOKE-B,,OCJT0396-SMOKE-B,1,下市期,,,,库存货品,自营,是,
125437,125437,US-Amazon-HLLdeco-KH,OCJT0396-SMOKE-C,,OCJT0396-SMOKE-C,1,下市期,,,,库存货品,自营,是,
125438,125438,US-Amazon-HLLdeco-KH,OCJT0396-SMOKE-D,,OCJT0396-SMOKE-D,1,下市期,,,,库存货品,自营,是,
125439,125439,US-Amazon-HLLdeco-KH,OCJT0396-SMOKE-E,,OCJT0396-SMOKE-E,1,下市期,,,,库存货品,自营,是,
125440,125440,US-Amazon-HLLdeco-KH,OCLJ0410-NAVY-A,,OCLJ0410-NAVY-A,1,下市期,,,,库存货品,自营,是,
125441,125441,US-Amazon-HLLdeco-KH,OCLJ0410-NAVY-B,,OCLJ0410-NAVY-B,1,下市期,,,,库存货品,自营,是,
125442,125442,US-Amazon-HLLdeco-KH,OCLJ0410-NAVY-C,,OCLJ0410-NAVY-C,1,下市期,,,,库存货品,自营,是,
125443,125443,US-Amazon-HLLdeco-KH,OCLJ0410-WHITE-A,,OCLJ0410-WHITE-A,1,下市期,,,,库存货品,自营,是,
125444,125444,US-Amazon-HLLdeco-KH,OCLJ0410-WHITE-B,,OCLJ0410-WHITE-B,1,下市期,,,,库存货品,自营,是,
125445,125445,US-Amazon-HLLdeco-KH,OCLJ0410-WHITE-C,,OCLJ0410-WHITE-C,1,下市期,,,,库存货品,自营,是,
125446,125446,US-Amazon-HLLdeco-KH,OCLJ0427-NAVY-A,,OCLJ0427-NAVY-A,1,下市期,,,,库存货品,自营,是,
125447,125447,US-Amazon-HLLdeco-KH,OCLJ0427-NAVY-B,,OCLJ0427-NAVY-B,1,下市期,,,,库存货品,自营,是,
125448,125448,US-Amazon-HLLdeco-KH,OCLJ0427-NAVY-C,,OCLJ0427-NAVY-C,1,下市期,,,,库存货品,自营,是,
125449,125449,US-Amazon-HLLdeco-KH,OCLJ0427-NAVY-D,,OCLJ0427-NAVY-D,1,下市期,,,,库存货品,自营,是,
125450,125450,US-Amazon-HLLdeco-KH,OCLJ0427-WHITE-A,,OCLJ0427-WHITE-A,1,下市期,,,,库存货品,自营,是,
125451,125451,US-Amazon-HLLdeco-KH,OCLJ0427-WHITE-B,,OCLJ0427-WHITE-B,1,下市期,,,,库存货品,自营,是,
125452,125452,US-Amazon-HLLdeco-KH,OCLJ0427-WHITE-C,,OCLJ0427-WHITE-C,1,下市期,,,,库存货品,自营,是,
125453,125453,US-Amazon-HLLdeco-KH,OCLJ0427-WHITE-D,,OCLJ0427-WHITE-D,1,下市期,,,,库存货品,自营,是,
125454,125454,US-Amazon-HLLdeco-KH,OCSD0431-BEIGE-A,,OCSD0431-BEIGE-A,1,下市期,,,,库存货品,自营,是,
125455,125455,US-Amazon-HLLdeco-KH,OCSD0431-BEIGE-B,,OCSD0431-BEIGE-B,1,下市期,,,,库存货品,自营,是,
125456,125456,US-Amazon-HLLdeco-KH,OCSD0431-BEIGE-C,,OCSD0431-BEIGE-C,1,下市期,,,,库存货品,自营,是,
125457,125457,US-Amazon-HLLdeco-KH,OCSD0431-GREY-A,,OCSD0431-GREY-A,1,下市期,,,,库存货品,自营,是,
125458,125458,US-Amazon-HLLdeco-KH,OCSD0431-GREY-B,,OCSD0431-GREY-B,1,下市期,,,,库存货品,自营,是,
125459,125459,US-Amazon-HLLdeco-KH,OCSD0431-GREY-C,,OCSD0431-GREY-C,1,下市期,,,,库存货品,自营,是,
125460,125460,US-Amazon-HLLdeco-KH,OCSD0431-NAVY-A,,OCSD0431-NAVY-A,1,下市期,,,,库存货品,自营,是,
125461,125461,US-Amazon-HLLdeco-KH,OCSD0431-NAVY-B,,OCSD0431-NAVY-B,1,下市期,,,,库存货品,自营,是,
125462,125462,US-Amazon-HLLdeco-KH,OCSD0431-NAVY-C,,OCSD0431-NAVY-C,1,下市期,,,,库存货品,自营,是,
125463,125463,US-Amazon-HLLdeco-KH,OCTXS0340-BLUE,,OCTXS0340-BLUE,1,淘汰期,,,,库存货品,自营,是,
125464,125464,US-Amazon-HLLdeco-KH,OCTXS0340-GREY,,OCTXS0340-GREY,1,淘汰期,,,,库存货品,自营,是,
125465,125465,US-Amazon-HLLdeco-KH,OCTXS0340-NAVY,,OCTXS0340-NAVY,1,淘汰期,,,,库存货品,自营,是,
125466,125466,US-Amazon-HLLdeco-KH,OCWS0407-GREY-A,,OCWS0407-GREY-A,1,下市期,,,,库存货品,自营,是,
125467,125467,US-Amazon-HLLdeco-KH,OCWS0407-GREY-B,,OCWS0407-GREY-B,1,下市期,,,,库存货品,自营,是,
125468,125468,US-Amazon-HLLdeco-KH,OCXZ0411-BLUE-A,,OCXZ0411-BLUE-A,1,下市期,,,,库存货品,自营,是,
125469,125469,US-Amazon-HLLdeco-KH,OCXZ0411-BLUE-B,,OCXZ0411-BLUE-B,1,下市期,,,,库存货品,自营,是,
125470,125470,US-Amazon-HLLdeco-KH,OCXZ0411-GREY-A,,OCXZ0411-GREY-A,1,下市期,,,,库存货品,自营,是,
125471,125471,US-Amazon-HLLdeco-KH,OCXZ0411-GREY-B,,OCXZ0411-GREY-B,1,下市期,,,,库存货品,自营,是,
125472,125472,US-Amazon-HLLdeco-KH,OCXZ0411-INDIGO-A,,OCXZ0411-INDIGO-A,1,下市期,,,,库存货品,自营,是,
125473,125473,US-Amazon-HLLdeco-KH,OCXZ0411-INDIGO-B,,OCXZ0411-INDIGO-B,1,下市期,,,,库存货品,自营,是,
125474,125474,US-Amazon-HLLdeco-KH,OFHC0212-BLACK,,OFHC0212-BLACK,1,下市期,,,,库存货品,自营,是,
125475,125475,US-Amazon-HLLdeco-KH,OFHC0212-BROWN,,OFHC0212-BROWN,1,成熟期,,,,库存货品,自营,是,
125476,125476,US-Amazon-HLLdeco-KH,OFHC0212-CAMEL,,OFHC0212-CAMEL,1,成熟期,,,,库存货品,自营,是,
125477,125477,US-Amazon-HLLdeco-KH,OFHC0212-NAVY,,OFHC0212-NAVY,1,成熟期,,,,库存货品,自营,是,
125478,125478,US-Amazon-HLLdeco-KH,OFHC0212-TURQUOISE,,OFHC0212-TURQUOISE,1,淘汰期 - 老品,,,,库存货品,自营,是,
125479,125479,US-Amazon-HLLdeco-KH,OFHT0417-BLACK,是,OFHT0417-BLACK,1,成熟期,淘汰期,,淘汰期,库存货品,自营,否,3
125480,125480,US-Amazon-HLLdeco-KH,OFHT0417-BROWN,是,OFHT0417-BROWN,1,成熟期,淘汰期,,成熟期,库存货品,自营,否,3
125481,125481,US-Amazon-HLLdeco-KH,OFHT0417-CAMEL,是,OFHT0417-CAMEL,1,成熟期,,,翻单期,库存货品,自营,否,3
125482,125482,US-Amazon-HLLdeco-KH,OFHT0417-GREY,是,OFHT0417-GREY,1,成熟期,,,淘汰期,库存货品,自营,否,3
125483,125483,US-Amazon-HLLdeco-KH,OFHT0417-NAVY,是,OFHT0417-NAVY,1,成熟期,,,,库存货品,自营,否,3
125484,125484,US-Amazon-HLLdeco-KH,OFHT0417-SAGE,是,OFHT0417-SAGE,1,成熟期,,,翻单期,库存货品,自营,否,3
125485,125485,US-Amazon-HLLdeco-KH,OFM0021-NAVY,,OFM0021-NAVY,1,下市期,,,,库存货品,自营,是,
125486,125486,US-Amazon-HLLdeco-KH,OFM0163-GREY,否,OFM0163-GREY,1,下市期,,,,库存货品,自营,是,2
125487,125487,US-Amazon-HLLdeco-KH,OFM0163-LINEN,是,OFM0163-LINEN,1,成熟期,,,未翻单期,库存货品,自营,是,3
125488,125488,US-Amazon-HLLdeco-KH,OFM0163-NAVY,是,OFM0163-NAVY,1,成熟期,,,未翻单期,库存货品,自营,是,3
125489,125489,US-Amazon-HLLdeco-KH,OFMYN0433-BLACK,是,OFMYN0433-BLACK,1,淘汰期 - 老品,,,,库存货品,自营,否,3
125490,125490,US-Amazon-HLLdeco-KH,OFMYN0433-BROWN,是,OFMYN0433-BROWN,1,下市期,,,,库存货品,自营,是,3
125491,125491,US-Amazon-HLLdeco-KH,OFMYN0433-CAMEL,是,OFMYN0433-CAMEL,1,下市期,,,,库存货品,自营,是,2
125492,125492,US-Amazon-HLLdeco-KH,OFMYN0433-GREY,是,OFMYN0433-GREY,1,下市期,,,,库存货品,自营,是,3
125493,125493,US-Amazon-HLLdeco-KH,OFMYN0433-NAVY,是,OFMYN0433-NAVY,1,淘汰期 - 老品,,,,库存货品,自营,否,3
125494,125494,US-Amazon-HLLdeco-KH,OFMYN0433-SAGE,是,OFMYN0433-SAGE,1,下市期,,,,库存货品,自营,是,3
125495,125495,US-Amazon-HLLdeco-KH,OFMYN0433-TURQUOISE,是,OFMYN0433-TURQUOISE,1,下市期,,,,库存货品,自营,是,3
125508,125508,US-Amazon-HLLdeco-KH,RCLB0170-BEIGE,是,RCLB0170-BEIGE,1,淘汰期 - 老品,,,,库存货品,自营,是,3
125509,125509,US-Amazon-HLLdeco-KH,RCLB0170-BLACK,否,RCLB0170-BLACK,1,下市期,,,下市期,库存货品,自营,是,2
125510,125510,US-Amazon-HLLdeco-KH,RCLB0170-BROWN,是,RCLB0170-BROWN,1,成熟期,,,下市期,库存货品,自营,是,3
125511,125511,US-Amazon-HLLdeco-KH,RCLB0170-BURGUNDY,是,RCLB0170-BURGUNDY,1,下市期,,,,库存货品,自营,是,2
125512,125512,US-Amazon-HLLdeco-KH,RCLB0170-CAMEL,是,RCLB0170-CAMEL,1,成熟期,,,,库存货品,自营,是,3
125513,125513,US-Amazon-HLLdeco-KH,RCLB0170-DOVE,是,RCLB0170-DOVE,1,下市期,,,,库存货品,自营,是,2
125514,125514,US-Amazon-HLLdeco-KH,RCLB0170-GREEN,是,RCLB0170-GREEN,1,下市期,,,,库存货品,自营,是,2
125515,125515,US-Amazon-HLLdeco-KH,RCLB0170-NAVY,是,RCLB0170-NAVY,1,成熟期,,,,库存货品,自营,是,3
125516,125516,US-Amazon-HLLdeco-KH,RCLB0170-SAGE,是,RCLB0170-SAGE,1,淘汰期 - 老品,,,,库存货品,自营,是,2
125517,125517,US-Amazon-HLLdeco-KH,RCLB0170-TURQUOISE,是,RCLB0170-TURQUOISE,1,下市期,,,,库存货品,自营,是,2
125518,125518,US-Amazon-HLLdeco-KH,RCLB0171-BEIGE,是,RCLB0171-BEIGE,1,成熟期,,,,库存货品,自营,否,3
125519,125519,US-Amazon-HLLdeco-KH,RCLB0171-BLACK,是,RCLB0171-BLACK,1,成熟期,,,,库存货品,自营,否,3
125520,125520,US-Amazon-HLLdeco-KH,RCLB0171-BROWN,是,RCLB0171-BROWN,1,成熟期,,,下市期,库存货品,自营,否,3
125521,125521,US-Amazon-HLLdeco-KH,RCLB0171-BURGUNDY,是,RCLB0171-BURGUNDY,1,成熟期,淘汰期,,,库存货品,自营,否,3
125522,125522,US-Amazon-HLLdeco-KH,RCLB0171-CAMEL,是,RCLB0171-CAMEL,1,成熟期,淘汰期,,下市期,库存货品,自营,否,3
125523,125523,US-Amazon-HLLdeco-KH,RCLB0171-DOVE,是,RCLB0171-DOVE,1,下市期,,,,库存货品,自营,是,3
125524,125524,US-Amazon-HLLdeco-KH,RCLB0171-GREEN,是,RCLB0171-GREEN,1,成熟期,,,,库存货品,自营,否,3
125525,125525,US-Amazon-HLLdeco-KH,RCLB0171-NAVY,是,RCLB0171-NAVY,1,成熟期,,,,库存货品,自营,否,3
125526,125526,US-Amazon-HLLdeco-KH,RCLB0171-SAGE,是,RCLB0171-SAGE,1,成熟期,,,,库存货品,自营,否,3
125527,125527,US-Amazon-HLLdeco-KH,RCLB0171-TURQUOISE,是,RCLB0171-TURQUOISE,1,淘汰期 - 老品,,,下市期,库存货品,自营,是,3
125528,125528,US-Amazon-HLLdeco-KH,RCLB0172-BEIGE,否,RCLB0172-BEIGE,1,下市期,,,,库存货品,自营,是,2
125529,125529,US-Amazon-HLLdeco-KH,RCLB0172-BLACK,否,RCLB0172-BLACK,1,下市期,,,,库存货品,自营,是,2
125530,125530,US-Amazon-HLLdeco-KH,RCLB0172-BROWN,是,RCLB0172-BROWN,1,下市期,,,,库存货品,自营,是,2
125531,125531,US-Amazon-HLLdeco-KH,RCLB0172-BURGUNDY,否,RCLB0172-BURGUNDY,1,下市期,,,,库存货品,自营,是,2
125532,125532,US-Amazon-HLLdeco-KH,RCLB0172-CAMEL,否,RCLB0172-CAMEL,1,下市期,,,,库存货品,自营,是,2
125533,125533,US-Amazon-HLLdeco-KH,RCLB0172-DOVE,是,RCLB0172-DOVE,1,下市期,,,,库存货品,自营,是,2
125534,125534,US-Amazon-HLLdeco-KH,RCLB0172-GREEN,否,RCLB0172-GREEN,1,下市期,,,,库存货品,自营,是,2
125535,125535,US-Amazon-HLLdeco-KH,RCLB0172-NAVY,是,RCLB0172-NAVY,1,下市期,,,,库存货品,自营,是,2
125536,125536,US-Amazon-HLLdeco-KH,RCLB0172-SAGE,否,RCLB0172-SAGE,1,下市期,,,,库存货品,自营,是,2
125537,125537,US-Amazon-HLLdeco-KH,RCLB0172-TURQUOISE,否,RCLB0172-TURQUOISE,1,下市期,,,,库存货品,自营,是,2
125538,125538,US-Amazon-HLLdeco-KH,RCLB0191-BEIGE,是,RCLB0191-BEIGE,1,成熟期,,,,库存货品,自营,否,3
125539,125539,US-Amazon-HLLdeco-KH,RCLB0191-BLACK,是,RCLB0191-BLACK,1,成熟期,,,,库存货品,自营,否,3
125540,125540,US-Amazon-HLLdeco-KH,RCLB0191-BROWN,是,RCLB0191-BROWN,1,成熟期,,,,库存货品,自营,否,3
125541,125541,US-Amazon-HLLdeco-KH,RCLB0191-BURGUNDY,,RCLB0191-BURGUNDY,1,下市期,,,,库存货品,自营,是,
125542,125542,US-Amazon-HLLdeco-KH,RCLB0191-CAMEL,是,RCLB0191-CAMEL,1,成熟期,,,,库存货品,自营,否,3
125543,125543,US-Amazon-HLLdeco-KH,RCLB0191-DOVE,是,RCLB0191-DOVE,1,下市期,,,,库存货品,自营,是,3
125544,125544,US-Amazon-HLLdeco-KH,RCLB0191-NAVY,是,RCLB0191-NAVY,1,成熟期,,,,库存货品,自营,否,3
125545,125545,US-Amazon-HLLdeco-KH,RCLB0191-SADDLE,是,RCLB0191-SADDLE,1,成熟期,,,,库存货品,自营,否,3
125546,125546,US-Amazon-HLLdeco-KH,RCLB0412-BEIGE,是,RCLB0412-BEIGE,1,淘汰期 - 老品,,,,库存货品,自营,否,3
125547,125547,US-Amazon-HLLdeco-KH,RCLB0412-BLACK,是,RCLB0412-BLACK,1,淘汰期 - 老品,,,,库存货品,自营,是,2
125548,125548,US-Amazon-HLLdeco-KH,RCLB0412-BROWN,否,RCLB0412-BROWN,1,成熟期,,,,库存货品,自营,是,2
125549,125549,US-Amazon-HLLdeco-KH,RCLB0412-BURGUNDY,是,RCLB0412-BURGUNDY,1,淘汰期 - 老品,,,,库存货品,自营,是,3
125550,125550,US-Amazon-HLLdeco-KH,RCLB0412-CAMEL,是,RCLB0412-CAMEL,1,成熟期,,,,库存货品,自营,否,3
125551,125551,US-Amazon-HLLdeco-KH,RCLB0412-DOVE,是,RCLB0412-DOVE,1,下市期,,,,库存货品,自营,是,3
125553,125553,US-Amazon-HLLdeco-KH,RCLB0412-NAVY,否,RCLB0412-NAVY,1,成熟期,,,,库存货品,自营,是,2
125555,125555,US-Amazon-HLLdeco-KH,RCLB0412-SAGE,是,RCLB0412-SAGE,1,淘汰期 - 老品,,,,库存货品,自营,否,3
125557,125557,US-Amazon-HLLdeco-KH,RCLB0501-BEIGE,,RCLB0501-BEIGE,1,下市期,,,,库存货品,自营,是,
125558,125558,US-Amazon-HLLdeco-KH,RCLB0501-BLACK,,RCLB0501-BLACK,1,下市期,,,,库存货品,自营,是,
125559,125559,US-Amazon-HLLdeco-KH,RCLB0501-BROWN,,RCLB0501-BROWN,1,淘汰期 - 老品,,,,库存货品,自营,是,
125560,125560,US-Amazon-HLLdeco-KH,RCLB0501-CAMEL,,RCLB0501-CAMEL,1,淘汰期 - 老品,,,,库存货品,自营,是,
125561,125561,US-Amazon-HLLdeco-KH,RCLB0501-DOVE,,RCLB0501-DOVE,1,下市期,,,,库存货品,自营,是,
125562,125562,US-Amazon-HLLdeco-KH,RCLB0501-NAVY,,RCLB0501-NAVY,1,下市期,,,,库存货品,自营,是,
125563,125563,US-Amazon-HLLdeco-KH,RCLB0501-TURQUOISE,,RCLB0501-TURQUOISE,1,淘汰期 - 老品,,,,库存货品,自营,是,
125564,125564,US-Amazon-HLLdeco-KH,,,,1,,,,,,,是,
125565,125565,US-Amazon-HLLdeco-KH,,,,1,,,,,,,是,
125566,125566,US-Amazon-HLLdeco-KH,,,,1,,,,,,,是,
125567,125567,US-Amazon-HLLdeco-KH,,,,1,,,,,,,是,
125568,125568,US-Amazon-HLLdeco-KH,,,,1,,,,,,,是,
125569,125569,US-Amazon-HLLdeco-KH,,,,1,,,,,,,是,
125570,125570,US-Amazon-HLLdeco-KH,RCWS0201-BLUE,否,RCWS0201-BLUE,1,下市期,,,,库存货品,自营,是,2
125571,125571,US-Amazon-HLLdeco-KH,RCWS0201-INDIGO,否,RCWS0201-INDIGO,1,下市期,,,,库存货品,自营,是,2
125572,125572,US-Amazon-HLLdeco-KH,RCWS0201-NAVY,否,RCWS0201-NAVY,1,下市期,,,,库存货品,自营,是,2
125573,125573,US-Amazon-HLLdeco-KH,RCWS0201-OLIVE,否,RCWS0201-OLIVE,1,下市期,,,,库存货品,自营,是,2
125574,125574,US-Amazon-HLLdeco-KH,RCWS0201-PINK,否,RCWS0201-PINK,1,下市期,,,,库存货品,自营,是,2
125575,125575,US-Amazon-HLLdeco-KH,RCWS0201-TAN,否,RCWS0201-TAN,1,下市期,,,,库存货品,自营,是,2
125576,125576,US-Amazon-HLLdeco-KH,RCXA0346-BLACK,是,RCCZ0967-BLK,1,,,,,套件,自营,是,3
125577,125577,US-Amazon-HLLdeco-KH,RCXA0346-BROWN,是,RCCZ0967-BRN,1,,,,,套件,自营,否,3
125578,125578,US-Amazon-HLLdeco-KH,RCXA0346-CAMEL,,RCCZ0967-CML,1,,,,,套件,自营,是,
125579,125579,US-Amazon-HLLdeco-KH,RCXA0346-NAVY,是,RCCZ0967-NAV,1,,,,,套件,自营,否,3
125580,125580,US-Amazon-HLLdeco-KH,RCXA0346-RED,,RCCZ0967-RED,1,,,,,套件,自营,是,
125583,125583,US-Amazon-HLLdeco-KH,,,,1,,,,,,,是,
125603,125603,US-Amazon-HLLdeco-KH,,,,1,,,,,,,是,
125616,125616,US-Amazon-HLLdeco-KH,RKYF0234-BLUE,,RKYF0234-BLUE,1,下市期,,,,库存货品,自营,是,
125617,125617,US-Amazon-HLLdeco-KH,RKYF0234-GREY,,RKYF0234-GREY,1,下市期,,,,库存货品,自营,是,
125618,125618,US-Amazon-HLLdeco-KH,RKYF0234-PEWTER,,RKYF0234-PEWTER,1,下市期,,,,库存货品,自营,是,
125619,125619,US-Amazon-HLLdeco-KH,RKYF0234-RED,,RKYF0234-RED,1,下市期,,,,库存货品,自营,是,
125620,125620,US-Amazon-HLLdeco-KH,RKYF0234-TEAL,,RKYF0234-TEAL,1,下市期,,,,库存货品,自营,是,
125623,125623,US-Amazon-HLLdeco-KH,RLJM0367-BEIGE,,RLJM0367-BEIGE,1,淘汰期,,,,库存货品,自营,是,
125624,125624,US-Amazon-HLLdeco-KH,RLJM0367-BLUE,,RLJM0367-BLUE,1,下市期,,,,库存货品,自营,是,
125625,125625,US-Amazon-HLLdeco-KH,SBBSD0388-BLACK,否,SBBSD0388-BLACK,1,下市期,,,,库存货品,自营,是,2
125626,125626,US-Amazon-HLLdeco-KH,SBBSD0388-NAVY,否,SBBSD0388-NAVY,1,下市期,,,,库存货品,自营,是,2
125627,125627,US-Amazon-HLLdeco-KH,SBBSD0388-WHITE,否,SBBSD0388-WHITE,1,下市期,,,,库存货品,自营,是,2
125630,125630,US-Amazon-HLLdeco-KH,SBFSH0314-GREY,,SBFSH0314-GREY,1,淘汰期,,,,库存货品,自营,是,
125631,125631,US-Amazon-HLLdeco-KH,SBFSH0314-NATURAL,,SBFSH0314-NATURAL,1,淘汰期,,,,库存货品,自营,是,
125632,125632,US-Amazon-HLLdeco-KH,SBFSH0314-NAVY,,SBFSH0314-NAVY,1,淘汰期,,,,库存货品,自营,是,
125633,125633,US-Amazon-HLLdeco-KH,SBFSH0314-SAGE,,SBFSH0314-SAGE,1,淘汰期,,,,库存货品,自营,是,
125634,125634,US-Amazon-HLLdeco-KH,SBFSH0314-WALNUT,,SBFSH0314-WALNUT,1,淘汰期,,,,库存货品,自营,是,
125635,125635,US-Amazon-HLLdeco-KH,SBFSH0315-GREY,,SBFSH0315-GREY,1,下市期,,,,库存货品,自营,是,
125636,125636,US-Amazon-HLLdeco-KH,SBFSH0315-NATURAL,,SBFSH0315-NATURAL,1,下市期,,,,库存货品,自营,是,
125637,125637,US-Amazon-HLLdeco-KH,SBFSH0315-NAVY,,SBFSH0315-NAVY,1,下市期,,,,库存货品,自营,是,
125638,125638,US-Amazon-HLLdeco-KH,SBFSH0315-TEAL,,SBFSH0315-TEAL,1,下市期,,,,库存货品,自营,是,
125639,125639,US-Amazon-HLLdeco-KH,SBFSH0315-WALNUT,,SBFSH0315-WALNUT,1,下市期,,,,库存货品,自营,是,
125642,125642,US-Amazon-HLLdeco-KH,SBSJ0300-CHARCOAL,,SBSJ0300-CHARCOAL,1,淘汰期,,,,库存货品,自营,是,
125643,125643,US-Amazon-HLLdeco-KH,SBSJ0300-NAVY,,SBSJ0300-NAVY,1,淘汰期,,,,库存货品,自营,是,
125644,125644,US-Amazon-HLLdeco-KH,SBSJ0300-WHITE,,SBSJ0300-WHITE,1,淘汰期,,,,库存货品,自营,是,
125645,125645,US-Amazon-HLLdeco-KH,SBTY0595-BLACK,,SBTY0595-BLACK,1,下市期,,,,库存货品,自营,是,
125646,125646,US-Amazon-HLLdeco-KH,SBTY0595-WALNUT,,SBTY0595-WALNUT,1,下市期,,,,库存货品,自营,是,
125647,125647,US-Amazon-HLLdeco-KH,SBTY0604-WALNUT,,SBTY0604-WALNUT,1,下市期,,,,库存货品,自营,是,
125648,125648,US-Amazon-HLLdeco-KH,SBTY0604-WHITE,,SBTY0604-WHITE,1,下市期,,,,库存货品,自营,是,
125665,125665,US-Amazon-HLLdeco-KH,SCCL0360-AMBER,,SCCL0360-AMBER,1,下市期,,,,库存货品,自营,是,
125666,125666,US-Amazon-HLLdeco-KH,SCCL0360-WALNUT,,SCCL0360-WALNUT,1,下市期,,,,库存货品,自营,是,
125667,125667,US-Amazon-HLLdeco-KH,SCCL0360-WHITE,,SCCL0360-WHITE,1,下市期,,,,库存货品,自营,是,
125668,125668,US-Amazon-HLLdeco-KH,SCCL0361-AMBER,,SCCL0361-AMBER,1,淘汰期 - 老品,,,,库存货品,自营,是,
125669,125669,US-Amazon-HLLdeco-KH,SCCL0361-WALNUT,,SCCL0361-WALNUT,1,下市期,,,,库存货品,自营,是,
125670,125670,US-Amazon-HLLdeco-KH,SCCL0361-WHITE,,SCCL0361-WHITE,1,下市期,,,,库存货品,自营,是,
125672,125672,US-Amazon-HLLdeco-KH,SCTY0594-BLACK,,SCTY0594-BLACK,1,淘汰期 - 老品,,,,库存货品,自营,是,
125673,125673,US-Amazon-HLLdeco-KH,SCTY0594-GREY,,SCTY0594-GREY,1,下市期,,,,库存货品,自营,是,
125674,125674,US-Amazon-HLLdeco-KH,SFDC0025-BLACK,,SFDC0025-BLACK,1,下市期,,,,库存货品,自营,是,
125675,125675,US-Amazon-HLLdeco-KH,SFDC0025-BLUE,,SFDC0025-BLUE,1,下市期,,,,库存货品,自营,是,
125676,125676,US-Amazon-HLLdeco-KH,SFDC0025-GREEN,,SFDC0025-GREEN,1,淘汰期 - 老品,,,,库存货品,自营,是,
125677,125677,US-Amazon-HLLdeco-KH,SFDC0025-GREY,,SFDC0025-GREY,1,下市期,,,,库存货品,自营,是,
