内部 ID,ID,店铺,14K货号,是否同步平台库存,成员货品,成员货品数量,美国生命周期状态,德国生命周期状态,日本生命周期状态,英国生命周期状态,类型,代运营,非活动,leadtime
612020,612020,US-Amazon-HLLdeco-KH,SFJL1175D-CML-ABC,,SFJL1175D-CML-C,1,成熟期,,,未翻单期,套件,自营,是,
612020,612020,US-Amazon-HLLdeco-KH,SFJL1175D-CML-ABC,,SFJL1175D-CML-A,1,成熟期,,,未翻单期,套件,自营,是,
612023,612023,US-Walmart,SFJL1175D-CML-A,,SFJL1175D-CML-A,1,成熟期,,,未翻单期,库存货品,自营,是,
612040,612040,US-Amazon-HLLdeco-KH,SFJL1175D-CML-B,,SFJL1175D-CML-B,1,成熟期,,,未翻单期,库存货品,自营,是,
612049,612049,US-Walmart,SFJL1175D-CML-ABC,,SFJL1175D-CML-C,1,成熟期,,,未翻单期,套件,自营,是,
612049,612049,US-Walmart,SFJL1175D-CML-ABC,,SFJL1175D-CML-B,1,成熟期,,,未翻单期,套件,自营,是,
612049,612049,US-Walmart,SFJL1175D-CML-ABC,,SFJL1175D-CML-A,1,成熟期,,,未翻单期,套件,自营,是,
612066,612066,US-Amazon-HLLdeco-KH,SFJL1175D-BLK-ABC,,SFJL1175D-BLK-B,1,成熟期,,,未翻单期,套件,自营,是,
612066,612066,US-Amazon-HLLdeco-KH,SFJL1175D-BLK-ABC,,SFJL1175D-BLK-A,1,成熟期,,,未翻单期,套件,自营,是,
612066,612066,US-Amazon-HLLdeco-KH,SFJL1175D-BLK-ABC,,SFJL1175D-BLK-C,1,成熟期,,,未翻单期,套件,自营,是,
612069,612069,US-Walmart,SFJL1175D-CML-B,,SFJL1175D-CML-B,1,成熟期,,,未翻单期,库存货品,自营,是,
612086,612086,US-Amazon-HLLdeco-KH,SFJL1175D-CML-C,,SFJL1175D-CML-C,1,成熟期,,,未翻单期,库存货品,自营,是,
612095,612095,US-Walmart,SFJL1175D-BLK-ABC,,SFJL1175D-BLK-B,1,成熟期,,,未翻单期,套件,自营,是,
612095,612095,US-Walmart,SFJL1175D-BLK-ABC,,SFJL1175D-BLK-A,1,成熟期,,,未翻单期,套件,自营,是,
612095,612095,US-Walmart,SFJL1175D-BLK-ABC,,SFJL1175D-BLK-C,1,成熟期,,,未翻单期,套件,自营,是,
612111,612111,US-Amazon-HLLdeco-KH,SFJL1175D-BRN-ABC,,SFJL1175D-BRN-B,1,下市期,,,,套件,自营,是,
612111,612111,US-Amazon-HLLdeco-KH,SFJL1175D-BRN-ABC,,SFJL1175D-BRN-C,1,下市期,,,,套件,自营,是,
612111,612111,US-Amazon-HLLdeco-KH,SFJL1175D-BRN-ABC,,SFJL1175D-BRN-A,1,下市期,,,,套件,自营,是,
612116,612116,US-Walmart,SFJL1175D-CML-C,,SFJL1175D-CML-C,1,成熟期,,,未翻单期,库存货品,自营,是,
612136,612136,US-Amazon-HLLdeco-KH,SFJL1175D-BRN-A,,SFJL1175D-BRN-A,1,下市期,,,,库存货品,自营,是,
612149,612149,US-Walmart,SFJL1175D-BRN-B,,SFJL1175D-BRN-B,1,下市期,,,,库存货品,自营,是,
612150,612150,US-Walmart,SFJL1175D-BRN-ABC,,SFJL1175D-BRN-A,1,下市期,,,,套件,自营,是,
612150,612150,US-Walmart,SFJL1175D-BRN-ABC,,SFJL1175D-BRN-B,1,下市期,,,,套件,自营,是,
612150,612150,US-Walmart,SFJL1175D-BRN-ABC,,SFJL1175D-BRN-C,1,下市期,,,,套件,自营,是,
612167,612167,US-Walmart,SFJL1175D-BRN-A,,SFJL1175D-BRN-A,1,下市期,,,,库存货品,自营,是,
612179,612179,US-Amazon-HLLdeco-KH,SFJL1175D-BRN-B,,SFJL1175D-BRN-B,1,下市期,,,,库存货品,自营,是,
612187,612187,US-Walmart,SFJL1175D-BRN-A,,SFJL1175D-BRN-A,1,下市期,,,,库存货品,自营,是,
612201,612201,US-Walmart,SFJL1175D-BRN-B,,SFJL1175D-BRN-B,1,下市期,,,,库存货品,自营,是,
612212,612212,US-Amazon-HLLdeco-KH,SFJL1175D-BRN-C,,SFJL1175D-BRN-C,1,下市期,,,,库存货品,自营,是,
612223,612223,US-Walmart,SFJL1175D-CML-C,,SFJL1175D-CML-C,1,成熟期,,,未翻单期,库存货品,自营,是,
612235,612235,US-Walmart,SFJL1175D-BRN-C,,SFJL1175D-BRN-C,1,下市期,,,,库存货品,自营,是,
612248,612248,US-Walmart,SFJL1175D-CML-B,,SFJL1175D-CML-B,1,成熟期,,,未翻单期,库存货品,自营,是,
612259,612259,US-Walmart,SFJL1175D-CML-A,,SFJL1175D-CML-A,1,成熟期,,,未翻单期,库存货品,自营,是,
612423,612423,US-Amazon-HLLdeco-KH,OFYY1100-CML,,OFYY1100-CML,1,成熟期,,,未翻单期,库存货品,自营,是,
612438,612438,US-Walmart,OFYY1100-CML,,OFYY1100-CML,1,成熟期,,,未翻单期,库存货品,自营,是,
612446,612446,US-Amazon-HLLdeco-KH,OFYY1100-BRN,,OFYY1100-BRN,1,成熟期,,,,库存货品,自营,是,
612461,612461,US-Walmart,OFYY1100-BRN,,OFYY1100-BRN,1,成熟期,,,,库存货品,自营,是,
612469,612469,US-Amazon-HLLdeco-KH,OFYY1100-BLK,,OFYY1100-BLK,1,成熟期,,,未翻单期,库存货品,自营,是,
612484,612484,US-Walmart,OFYY1100-BLK,,OFYY1100-BLK,1,成熟期,,,未翻单期,库存货品,自营,是,
612492,612492,US-Amazon-HLLdeco-KH,OFYY1100-SGE,,OFYY1100-SGE,1,成熟期,,,未翻单期,库存货品,自营,是,
612507,612507,US-Walmart,OFYY1100-SGE,,OFYY1100-SGE,1,成熟期,,,未翻单期,库存货品,自营,是,
612524,612524,US-Walmart,ZSFBT0411-BRN-2,,ZSFBT0411-BRN-A,1,淘汰期 - 老品,,,,套件,增长事业部,是,
612524,612524,US-Walmart,ZSFBT0411-BRN-2,,ZSFBT0411-BRN-B,1,淘汰期 - 老品,,,,套件,增长事业部,是,
612525,612525,US-Walmart,ZSFBT0411-BLK-2,,ZSFBT0411-BLK-B,1,淘汰期 - 老品,,,,套件,增长事业部,是,
612525,612525,US-Walmart,ZSFBT0411-BLK-2,,ZSFBT0411-BLK-A,1,淘汰期 - 老品,,,,套件,增长事业部,是,
612529,612529,US-Amazon-HLLdeco-KH,ZSFBT0411-BRN-2,,ZSFBT0411-BRN-A,1,淘汰期 - 老品,,,,套件,增长事业部,是,
612529,612529,US-Amazon-HLLdeco-KH,ZSFBT0411-BRN-2,,ZSFBT0411-BRN-B,1,淘汰期 - 老品,,,,套件,增长事业部,是,
612530,612530,US-Amazon-HLLdeco-KH,ZSFBT0411-BLK-2,,ZSFBT0411-BLK-B,1,淘汰期 - 老品,,,,套件,增长事业部,是,
612530,612530,US-Amazon-HLLdeco-KH,ZSFBT0411-BLK-2,,ZSFBT0411-BLK-A,1,淘汰期 - 老品,,,,套件,增长事业部,是,
612723,612723,US-Amazon-HLLdeco-KH,BDSV1157-KB-OTM-A+B,,BDSV1157-KB-OTM-B,1,淘汰期,,,,套件,自营,是,
612723,612723,US-Amazon-HLLdeco-KH,BDSV1157-KB-OTM-A+B,,BDSV1157-KB-OTM-A,1,淘汰期,,,,套件,自营,是,
612732,612732,US-Walmart,BDSV1157-QB-OTM-A+B,,BDSV1157-QB-OTM-B,1,淘汰期 - 老品,,,,套件,自营,是,
612732,612732,US-Walmart,BDSV1157-QB-OTM-A+B,,BDSV1157-QB-OTM-A,1,淘汰期 - 老品,,,,套件,自营,是,
612747,612747,US-Amazon-HLLdeco-KH,BDSV1157-QB-WTE-A+B,,BDSV1157-QB-WTE-B,1,淘汰期 - 老品,,,,套件,自营,是,
612747,612747,US-Amazon-HLLdeco-KH,BDSV1157-QB-WTE-A+B,,BDSV1157-QB-WTE-A,1,淘汰期 - 老品,,,,套件,自营,是,
612754,612754,US-Walmart,BDSV1157-KB-OTM-A+B,,BDSV1157-KB-OTM-A,1,淘汰期,,,,套件,自营,是,
612754,612754,US-Walmart,BDSV1157-KB-OTM-A+B,,BDSV1157-KB-OTM-B,1,淘汰期,,,,套件,自营,是,
612771,612771,US-Amazon-HLLdeco-KH,BDSV1157-KB-WTE-A+B,,BDSV1157-KB-WTE-B,1,淘汰期 - 老品,,,,套件,自营,是,
612771,612771,US-Amazon-HLLdeco-KH,BDSV1157-KB-WTE-A+B,,BDSV1157-KB-WTE-A,1,淘汰期 - 老品,,,,套件,自营,是,
612777,612777,US-Walmart,BDSV1157-QB-WTE-A+B,,BDSV1157-QB-WTE-B,1,淘汰期 - 老品,,,,套件,自营,是,
612777,612777,US-Walmart,BDSV1157-QB-WTE-A+B,,BDSV1157-QB-WTE-A,1,淘汰期 - 老品,,,,套件,自营,是,
612833,612833,US-Walmart,BDSV1157-KB-WTE-A+B,,BDSV1157-KB-WTE-B,1,淘汰期 - 老品,,,,套件,自营,是,
612833,612833,US-Walmart,BDSV1157-KB-WTE-A+B,,BDSV1157-KB-WTE-A,1,淘汰期 - 老品,,,,套件,自营,是,
612841,612841,US-Amazon-HLLdeco-KH,BDSV1157-QB-OTM-A+B,,BDSV1157-QB-OTM-B,1,淘汰期 - 老品,,,,套件,自营,是,
612841,612841,US-Amazon-HLLdeco-KH,BDSV1157-QB-OTM-A+B,,BDSV1157-QB-OTM-A,1,淘汰期 - 老品,,,,套件,自营,是,
613020,613020,US-Amazon-HLLdeco-KH,ZDTHS0237-BRN,,Z6DTJY0237-NAT,1,淘汰期 - 老品,,,,套件,增长自采,是,
613122,613122,US-Walmart,ZDTHS0237-BRN,,Z6DTJY0237-NAT,1,淘汰期 - 老品,,,,套件,增长自采,是,
613131,613131,US-Amazon-HLLdeco-KH,LBL5260-CAMEL,是,ZRCBT0364-CML,1,成熟期,,,,套件,增长事业部,是,3
613423,613423,US-Amazon-HLLdeco-KH,DCSV1134-IVY,,DCSV1134-IVY,1,下市期,,,,库存货品,自营,是,
613438,613438,US-Walmart,DCSV1134-IVY,,DCSV1134-IVY,1,下市期,,,,库存货品,自营,是,
613446,613446,US-Amazon-HLLdeco-KH,DCSV1134-LIN,,DCSV1134-LIN,1,下市期,,,,库存货品,自营,是,
613461,613461,US-Walmart,DCSV1134-LIN,,DCSV1134-LIN,1,下市期,,,,库存货品,自营,是,
613469,613469,US-Amazon-HLLdeco-KH,DCSV1134-GRY,,DCSV1134-GRY,1,下市期,,,,库存货品,自营,是,
613484,613484,US-Walmart,DCSV1134-GRY,,DCSV1134-GRY,1,下市期,,,,库存货品,自营,是,
613723,613723,US-Amazon-HLLdeco-KH,DCSV1134-IVY-S2,,DCSV1134-IVY,2,淘汰期,,,,套件,自营,是,
613744,613744,US-Walmart,DCSV1134-GRY-S2,,DCSV1134-GRY,2,下市期,,,,套件,自营,是,
613758,613758,US-Walmart,DCSV1134-LIN-S2,,DCSV1134-LIN,2,下市期,,,,套件,自营,是,
613761,613761,US-Walmart,DCSV1134-IVY-S2,,DCSV1134-IVY,2,淘汰期,,,,套件,自营,是,
613768,613768,US-Amazon-HLLdeco-KH,DCSV1134-IVY-S4,,DCSV1134-IVY,4,淘汰期,,,,套件,自营,是,
613782,613782,US-Amazon-HLLdeco-KH,DCSV1134-GRY-S2,,DCSV1134-GRY,2,下市期,,,,套件,自营,是,
613784,613784,US-Amazon-HLLdeco-KH,DCSV1134-LIN-S2,,DCSV1134-LIN,2,下市期,,,,套件,自营,是,
613807,613807,US-Walmart,DCSV1134-IVY-S4,,DCSV1134-IVY,4,淘汰期,,,,套件,自营,是,
613825,613825,US-Amazon-HLLdeco-KH,DCSV1134-LIN-S4,,DCSV1134-LIN,4,下市期,,,,套件,自营,是,
613840,613840,US-Walmart,DCSV1134-LIN-S4,,DCSV1134-LIN,4,下市期,,,,套件,自营,是,
613849,613849,US-Amazon-HLLdeco-KH,DCSV1134-GRY-S4,,DCSV1134-GRY,4,下市期,,,,套件,自营,是,
613867,613867,US-Walmart,DCSV1134-IVY-S6,,DCSV1134-IVY,6,淘汰期,,,,套件,自营,是,
613872,613872,US-Walmart,DCSV1134-GRY-S4,,DCSV1134-GRY,4,下市期,,,,套件,自营,是,
613883,613883,US-Amazon-HLLdeco-KH,DCSV1134-LIN-S6,,DCSV1134-LIN,6,下市期,,,,套件,自营,是,
613888,613888,US-Amazon-HLLdeco-KH,DCSV1134-IVY-S6,,DCSV1134-IVY,6,淘汰期,,,,套件,自营,是,
613909,613909,US-Walmart,DCSV1134-LIN-S6,,DCSV1134-LIN,6,下市期,,,,套件,自营,是,
614020,614020,US-Amazon-HLLdeco-KH,TVYL1058D-SFT-AB-DEM1,是,TVYL1058D-SFT-B,1,,,,,套件,自营,否,3
614020,614020,US-Amazon-HLLdeco-KH,TVYL1058D-SFT-AB-DEM1,是,TVYL1058D-SFT-A,1,,,,,套件,自营,否,3
614021,614021,US-Amazon-HLLdeco-KH,TVYL1058D-WAL-AB-DEM1,是,TVYL1058D-WAL-B,1,,,,,套件,自营,否,3
614021,614021,US-Amazon-HLLdeco-KH,TVYL1058D-WAL-AB-DEM1,是,TVYL1058D-WAL-A,1,,,,,套件,自营,否,3
614123,614123,US-Amazon-HLLdeco-KH,SFYF1169-CHA-A,,SFYF1169-CHA-A,1,淘汰期 - 老品,,,,库存货品,自营,是,
614138,614138,US-Walmart,SFYF1169-CHA-A,,SFYF1169-CHA-A,1,淘汰期 - 老品,,,,库存货品,自营,是,
614146,614146,US-Amazon-HLLdeco-KH,SFYF1169-CHA-B,,SFYF1169-CHA-B,1,淘汰期 - 老品,,,,库存货品,自营,是,
614161,614161,US-Walmart,SFYF1169-CHA-B,,SFYF1169-CHA-B,1,淘汰期 - 老品,,,,库存货品,自营,是,
614169,614169,US-Amazon-HLLdeco-KH,SFYF1169-CHA-C,,SFYF1169-CHA-C,1,下市期,,,,库存货品,自营,是,
614184,614184,US-Walmart,SFYF1169-CHA-C,,SFYF1169-CHA-C,1,下市期,,,,库存货品,自营,是,
614192,614192,US-Amazon-HLLdeco-KH,SFYF1169-WTE-A,,SFYF1169-WTE-A,1,淘汰期 - 老品,,,,库存货品,自营,是,
614207,614207,US-Walmart,SFYF1169-WTE-A,,SFYF1169-WTE-A,1,淘汰期 - 老品,,,,库存货品,自营,是,
614215,614215,US-Amazon-HLLdeco-KH,SFYF1169-WTE-B,,SFYF1169-WTE-B,1,淘汰期 - 老品,,,,库存货品,自营,是,
614230,614230,US-Walmart,SFYF1169-WTE-B,,SFYF1169-WTE-B,1,淘汰期 - 老品,,,,库存货品,自营,是,
614238,614238,US-Amazon-HLLdeco-KH,SFYF1169-WTE-C,,SFYF1169-WTE-C,1,下市期,,,,库存货品,自营,是,
614253,614253,US-Walmart,SFYF1169-WTE-C,,SFYF1169-WTE-C,1,下市期,,,,库存货品,自营,是,
614261,614261,US-Amazon-HLLdeco-KH,SFYF1169-MUS-A,,SFYF1169-MUS-A,1,下市期,,,,库存货品,自营,是,
614276,614276,US-Walmart,SFYF1169-MUS-A,,SFYF1169-MUS-A,1,下市期,,,,库存货品,自营,是,
614284,614284,US-Amazon-HLLdeco-KH,SFYF1169-MUS-B,,SFYF1169-MUS-B,1,下市期,,,,库存货品,自营,是,
614299,614299,US-Walmart,SFYF1169-MUS-B,,SFYF1169-MUS-B,1,下市期,,,,库存货品,自营,是,
614307,614307,US-Amazon-HLLdeco-KH,SFYF1169-MUS-C,,SFYF1169-MUS-C,1,下市期,,,,库存货品,自营,是,
614322,614322,US-Walmart,SFYF1169-MUS-C,,SFYF1169-MUS-C,1,下市期,,,,库存货品,自营,是,
614423,614423,US-Amazon-HLLdeco-KH,SFYF1169-CHA-A3BC,,SFYF1169-CHA-B,3,淘汰期 - 老品,,,,套件,自营,是,
614423,614423,US-Amazon-HLLdeco-KH,SFYF1169-CHA-A3BC,,SFYF1169-CHA-A,1,淘汰期 - 老品,,,,套件,自营,是,
614423,614423,US-Amazon-HLLdeco-KH,SFYF1169-CHA-A3BC,,SFYF1169-CHA-C,1,淘汰期 - 老品,,,,套件,自营,是,
614438,614438,US-Walmart,SFYF1169-CHA-A3BC,,SFYF1169-CHA-A,1,淘汰期 - 老品,,,,套件,自营,是,
614438,614438,US-Walmart,SFYF1169-CHA-A3BC,,SFYF1169-CHA-B,3,淘汰期 - 老品,,,,套件,自营,是,
614438,614438,US-Walmart,SFYF1169-CHA-A3BC,,SFYF1169-CHA-C,1,淘汰期 - 老品,,,,套件,自营,是,
614446,614446,US-Amazon-HLLdeco-KH,SFYF1169-WTE-A3BC,,SFYF1169-WTE-B,3,淘汰期 - 老品,,,,套件,自营,是,
614446,614446,US-Amazon-HLLdeco-KH,SFYF1169-WTE-A3BC,,SFYF1169-WTE-A,1,淘汰期 - 老品,,,,套件,自营,是,
614446,614446,US-Amazon-HLLdeco-KH,SFYF1169-WTE-A3BC,,SFYF1169-WTE-C,1,淘汰期 - 老品,,,,套件,自营,是,
614461,614461,US-Walmart,SFYF1169-WTE-A3BC,,SFYF1169-WTE-B,3,淘汰期 - 老品,,,,套件,自营,是,
614461,614461,US-Walmart,SFYF1169-WTE-A3BC,,SFYF1169-WTE-C,1,淘汰期 - 老品,,,,套件,自营,是,
614461,614461,US-Walmart,SFYF1169-WTE-A3BC,,SFYF1169-WTE-A,1,淘汰期 - 老品,,,,套件,自营,是,
614469,614469,US-Amazon-HLLdeco-KH,SFYF1169-MUS-A3BC,,SFYF1169-MUS-B,3,淘汰期,,,,套件,自营,是,
614469,614469,US-Amazon-HLLdeco-KH,SFYF1169-MUS-A3BC,,SFYF1169-MUS-C,1,淘汰期,,,,套件,自营,是,
614469,614469,US-Amazon-HLLdeco-KH,SFYF1169-MUS-A3BC,,SFYF1169-MUS-A,1,淘汰期,,,,套件,自营,是,
614484,614484,US-Walmart,SFYF1169-MUS-A3BC,,SFYF1169-MUS-C,1,淘汰期,,,,套件,自营,是,
614484,614484,US-Walmart,SFYF1169-MUS-A3BC,,SFYF1169-MUS-B,3,淘汰期,,,,套件,自营,是,
614484,614484,US-Walmart,SFYF1169-MUS-A3BC,,SFYF1169-MUS-A,1,淘汰期,,,,套件,自营,是,
614492,614492,US-Amazon-HLLdeco-KH,SFYF1169-CHA-A4B2C,,SFYF1169-CHA-A,1,淘汰期 - 老品,,,,套件,自营,是,
614492,614492,US-Amazon-HLLdeco-KH,SFYF1169-CHA-A4B2C,,SFYF1169-CHA-C,2,淘汰期 - 老品,,,,套件,自营,是,
614492,614492,US-Amazon-HLLdeco-KH,SFYF1169-CHA-A4B2C,,SFYF1169-CHA-B,4,淘汰期 - 老品,,,,套件,自营,是,
614507,614507,US-Walmart,SFYF1169-CHA-A4B2C,,SFYF1169-CHA-A,1,淘汰期 - 老品,,,,套件,自营,是,
614507,614507,US-Walmart,SFYF1169-CHA-A4B2C,,SFYF1169-CHA-B,4,淘汰期 - 老品,,,,套件,自营,是,
614507,614507,US-Walmart,SFYF1169-CHA-A4B2C,,SFYF1169-CHA-C,2,淘汰期 - 老品,,,,套件,自营,是,
614515,614515,US-Amazon-HLLdeco-KH,SFYF1169-WTE-A4B2C,,SFYF1169-WTE-B,4,淘汰期 - 老品,,,,套件,自营,是,
614515,614515,US-Amazon-HLLdeco-KH,SFYF1169-WTE-A4B2C,,SFYF1169-WTE-C,2,淘汰期 - 老品,,,,套件,自营,是,
614515,614515,US-Amazon-HLLdeco-KH,SFYF1169-WTE-A4B2C,,SFYF1169-WTE-A,1,淘汰期 - 老品,,,,套件,自营,是,
614530,614530,US-Walmart,SFYF1169-WTE-A4B2C,,SFYF1169-WTE-B,4,淘汰期 - 老品,,,,套件,自营,是,
614530,614530,US-Walmart,SFYF1169-WTE-A4B2C,,SFYF1169-WTE-C,2,淘汰期 - 老品,,,,套件,自营,是,
614530,614530,US-Walmart,SFYF1169-WTE-A4B2C,,SFYF1169-WTE-A,1,淘汰期 - 老品,,,,套件,自营,是,
614538,614538,US-Amazon-HLLdeco-KH,SFYF1169-MUS-A4B2C,,SFYF1169-MUS-C,2,淘汰期,,,,套件,自营,是,
614538,614538,US-Amazon-HLLdeco-KH,SFYF1169-MUS-A4B2C,,SFYF1169-MUS-B,4,淘汰期,,,,套件,自营,是,
614538,614538,US-Amazon-HLLdeco-KH,SFYF1169-MUS-A4B2C,,SFYF1169-MUS-A,1,淘汰期,,,,套件,自营,是,
614553,614553,US-Walmart,SFYF1169-MUS-A4B2C,,SFYF1169-MUS-C,2,淘汰期,,,,套件,自营,是,
614553,614553,US-Walmart,SFYF1169-MUS-A4B2C,,SFYF1169-MUS-A,1,淘汰期,,,,套件,自营,是,
614553,614553,US-Walmart,SFYF1169-MUS-A4B2C,,SFYF1169-MUS-B,4,淘汰期,,,,套件,自营,是,
614620,614620,US-Amazon-Urban-KH,CH9-GRN-S1,是,RCKY0862-GRN,1,,,,,套件,自营,是,3
614621,614621,US-Amazon-Urban-KH,CH9-PEC-S1,是,RCKY0862-PEC,1,,,,,套件,自营,是,3
614622,614622,US-Amazon-Urban-KH,CH8-BGE-S1,是,RCKY0846-BGE,1,,,,,套件,自营,是,3
614623,614623,US-Amazon-Urban-KH,CH9-BLU-S1,,RCKY0862-BLU,1,,,,,套件,自营,是,
614624,614624,US-Amazon-Urban-KH,RCKY0862-BRD-UVM1,是,RCKY0862-BRD,1,,,,,套件,自营,是,3
614625,614625,US-Amazon-Urban-KH,CH8-NAV-S1,是,RCKY0846-NAV,1,,,,,套件,自营,是,4
614626,614626,US-Amazon-Urban-KH,CH9-FLR-S1,是,RCKY0862-FLR,1,,,,,套件,自营,是,3
614627,614627,US-Amazon-Urban-KH,CH9-BGE-S1,是,RCKY0862-BGE,1,,,,,套件,自营,是,3
614723,614723,US-Amazon-HLLdeco-KH,SFQX1156-IVY-A+B,,SFQX1156-IVY-A,1,成熟期,,,未翻单期,套件,自营,是,
614723,614723,US-Amazon-HLLdeco-KH,SFQX1156-IVY-A+B,,SFQX1156-IVY-B,1,成熟期,,,未翻单期,套件,自营,是,
614738,614738,US-Walmart,SFQX1156-IVY-A+B,,SFQX1156-IVY-A,1,成熟期,,,未翻单期,套件,自营,是,
614738,614738,US-Walmart,SFQX1156-IVY-A+B,,SFQX1156-IVY-B,1,成熟期,,,未翻单期,套件,自营,是,
614746,614746,US-Amazon-HLLdeco-KH,SFQX1156-BLK-A+B,,SFQX1156-BLK-A,1,下市期,,,,套件,自营,是,
614746,614746,US-Amazon-HLLdeco-KH,SFQX1156-BLK-A+B,,SFQX1156-BLK-B,1,下市期,,,,套件,自营,是,
614761,614761,US-Walmart,SFQX1156-BLK-A+B,,SFQX1156-BLK-A,1,下市期,,,,套件,自营,是,
614761,614761,US-Walmart,SFQX1156-BLK-A+B,,SFQX1156-BLK-B,1,下市期,,,,套件,自营,是,
614769,614769,US-Amazon-HLLdeco-KH,SFQX1156-GRY-A+B,,SFQX1156-GRY-A,1,成熟期,,,,套件,自营,是,
614769,614769,US-Amazon-HLLdeco-KH,SFQX1156-GRY-A+B,,SFQX1156-GRY-B,1,成熟期,,,,套件,自营,是,
614784,614784,US-Walmart,SFQX1156-GRY-A+B,,SFQX1156-GRY-A,1,成熟期,,,,套件,自营,是,
614784,614784,US-Walmart,SFQX1156-GRY-A+B,,SFQX1156-GRY-B,1,成熟期,,,,套件,自营,是,
614792,614792,US-Amazon-HLLdeco-KH,SFQX1156-IVY-A,,SFQX1156-IVY-A,1,成熟期,,,未翻单期,库存货品,自营,是,
614807,614807,US-Walmart,SFQX1156-IVY-A,,SFQX1156-IVY-A,1,成熟期,,,未翻单期,库存货品,自营,是,
614815,614815,US-Amazon-HLLdeco-KH,SFQX1156-IVY-B,,SFQX1156-IVY-B,1,成熟期,,,未翻单期,库存货品,自营,是,
614830,614830,US-Walmart,SFQX1156-IVY-B,,SFQX1156-IVY-B,1,成熟期,,,未翻单期,库存货品,自营,是,
614838,614838,US-Amazon-HLLdeco-KH,SFQX1156-BLK-A,,SFQX1156-BLK-A,1,下市期,,,,库存货品,自营,是,
614853,614853,US-Walmart,SFQX1156-BLK-A,,SFQX1156-BLK-A,1,下市期,,,,库存货品,自营,是,
614861,614861,US-Amazon-HLLdeco-KH,SFQX1156-BLK-B,,SFQX1156-BLK-B,1,下市期,,,,库存货品,自营,是,
614876,614876,US-Walmart,SFQX1156-BLK-B,,SFQX1156-BLK-B,1,下市期,,,,库存货品,自营,是,
614884,614884,US-Amazon-HLLdeco-KH,SFQX1156-GRY-A,,SFQX1156-GRY-A,1,成熟期,,,,库存货品,自营,是,
614899,614899,US-Walmart,SFQX1156-GRY-A,,SFQX1156-GRY-A,1,成熟期,,,,库存货品,自营,是,
614907,614907,US-Amazon-HLLdeco-KH,SFQX1156-GRY-B,,SFQX1156-GRY-B,1,成熟期,,,,库存货品,自营,是,
614922,614922,US-Walmart,SFQX1156-GRY-B,,SFQX1156-GRY-B,1,成熟期,,,,库存货品,自营,是,
615020,615020,US-Amazon-Urban-KH,ZRCCZ0361-BLK-UVM1,是,ZRCCZ0361-BLK,1,淘汰期 - 老品,,,,套件,增长事业部,是,3
615021,615021,US-Amazon-Urban-KH,ZRCCZ0361-WTE-UVM1,是,ZRCCZ0361-WTE,1,,,,,套件,增长事业部,是,3
615120,615120,US-Amazon-XYT-KH,Z6OBZQ0318-Black-3,否,Z6OBZQ0321-BLK,1,,,,,套件,增长自采,是,3
615220,615220,US-Amazon-HLLdeco-KH,SFLB1085-BRN-ABC-DEM1,是,SFLB1085-BRN-A,1,,,,,套件,自营,是,2
615220,615220,US-Amazon-HLLdeco-KH,SFLB1085-BRN-ABC-DEM1,是,SFLB1085-BRN-B,1,,,,,套件,自营,是,2
615220,615220,US-Amazon-HLLdeco-KH,SFLB1085-BRN-ABC-DEM1,是,SFLB1085-BRN-C,1,,,,,套件,自营,是,2
615221,615221,US-Amazon-HLLdeco-KH,SFLB1085-CML-ABC-DEM1,是,SFLB1085-CML-A,1,,,,,套件,自营,是,2
615221,615221,US-Amazon-HLLdeco-KH,SFLB1085-CML-ABC-DEM1,是,SFLB1085-CML-B,1,,,,,套件,自营,是,2
615221,615221,US-Amazon-HLLdeco-KH,SFLB1085-CML-ABC-DEM1,是,SFLB1085-CML-C,1,,,,,套件,自营,是,2
615222,615222,US-Amazon-HLLdeco-KH,SFLB1085-BLK-ABC-DEM1,是,SFLB1085-BLK-A,1,,,,,套件,自营,是,2
615222,615222,US-Amazon-HLLdeco-KH,SFLB1085-BLK-ABC-DEM1,是,SFLB1085-BLK-B,1,,,,,套件,自营,是,2
615222,615222,US-Amazon-HLLdeco-KH,SFLB1085-BLK-ABC-DEM1,是,SFLB1085-BLK-C,1,,,,,套件,自营,是,2
615320,615320,US-Amazon-Urban-KH,RCKY0862-BRD-UVM2,是,RCKY0862-BRD,1,,,,,套件,自营,是,3
615321,615321,US-Amazon-Urban-KH,CH9-NAV-S1,是,RCKY0862-NAV,1,,,,,套件,自营,是,3
615322,615322,US-Amazon-Urban-KH,CH8-BRN-S1,是,RCKY0846-BRN,1,,,,,套件,自营,是,3
615323,615323,US-Amazon-Urban-KH,CH8-BLK-S1,是,RCKY0846-BLK,1,,,,,套件,自营,是,3
615324,615324,US-Amazon-Urban-KH,CH9-BGE-S1,是,RCKY0862-BGE,1,,,,,套件,自营,是,3
615526,615526,US-Walmart,Z2RCLB0100-TUP,,ZRCBS0100-TUP,1,成熟期,,,,套件,增长事业部,是,
615620,615620,US-Amazon-HLLdeco-KH,Z2RCLB0100-TUP,,ZRCBS0100-TUP,1,成熟期,,,,套件,增长事业部,是,
615720,615720,US-Amazon-XYT-KH,Z6DRTS0347-DRY-EOM1,是,Z6DRTS0347-DRY,1,,,,,套件,增长自采,是,3
615721,615721,US-Amazon-XYT-KH,Z6DRTS0347-LGY-EOM1,是,Z6DRTS0347-LGY,1,,,,,套件,增长自采,是,3
